title,MolID,MW,AMW,Sv,Se,Sp,Ss,Mv,Me,Mp,Ms,nAT,nSK,nBT,nBO,nBM,SCBO,ARR,nCIC,nCIR,RBN,RBF,nDB,nTB,nAB,nH,nC,nN,nO,nS,nF,nCL,nX,nR03,nR04,nR05,nR06,nR09,nR10,nR12,nBnz,ZM1,ZM1V,ZM2,ZM2V,Qindex,SNar,HNar,GNar,Xt,Dz,Ram,Pol,LPRS,VDA,MSD,SMTI,SMTIV,GMTI,GMTIV,Xu,SPI,W,WA,Har,Har2,QW,TI1,TI2,STN,HyDp,RHyDp,w,ww,Rww,D/D,Wap,WhetZ,Whetm,Whetv,Whete,Whetp,J,JhetZ,Jhetm,Jhetv,Jhete,Jhetp,MAXDN,MAXDP,DELS,TIE,S0K,S1K,S2K,S3K,PHI,BLI,PW2,PW3,PW4,PW5,PJI2,CSI,ECC,AECC,DECC,MDDD,UNIP,CENT,VAR,BAC,Lop,ICR,D/Dr03,D/Dr04,D/Dr05,D/Dr06,D/Dr09,D/Dr10,D/Dr12,T(N..N),T(N..O),T(N..S),T(N..F),T(N..Cl),T(O..O),T(O..S),T(O..F),T(O..Cl),T(S..S),T(S..F),T(S..Cl),T(F..F),MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,TWC,SRW01,SRW02,SRW03,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,TPC,piID,PCR,PCD,CID,BID,nCp,nCs,nCt,nCq,nCrs,nCrt,nCrq,nCar,nCbH,nCb-,nCconj,nR=Cs,nR=Ct,nArCOOH,nRCOOR,nArCOOR,nRCONH2,nRCONHR,nArCONHR,nRCONR2,nArCONR2,nArOCON,nRCO,nArCO,nCONN,nRNH2,nArNH2,nRNHR,nRNR2,nArNR2,nArCN,nN+,nNq,nROH,nArOH,nOHp,nOHs,nOHt,nROR,nArOR,nSO2N,nCRX3,nArX,nBeta-Lactams,nPyrrolidines,nPyrroles,nPyrazoles,nImidazoles,nThiophenes,nIsoxazoles,nTriazoles,nPyridines,nHDon,nHAcc,C-001,C-002,C-003,C-004,C-005,C-006,C-007,C-008,C-009,C-011,C-012,C-013,C-016,C-017,C-018,C-019,C-024,C-025,C-026,C-027,C-028,C-029,C-033,C-034,C-035,C-038,C-039,C-040,C-041,C-042,C-043,H-046,H-047,H-048,H-049,H-050,H-051,H-052,H-053,H-054,H-055,O-056,O-057,O-058,O-059,O-060,O-062,N-066,N-067,N-068,N-069,N-070,N-071,N-072,N-073,N-074,N-075,N-079,F-083,F-084,Cl-089,S-107,S-110,Ui,Hy,AMR,TPSA(NO),TPSA(Tot),MLOGP,MLOGP2,ALOGP,ALOGP2,LAI,GVWAI-80,Inflammat-80,Psychotic-80,Psychotic-50,Hypertens-80,Hypertens-50,Neoplastic-80,Infective-80,BLTF96,BLTD48,BLTA96,Potential Energy-OPLS3e,Stretch Energy-OPLS3e,Bend Energy-OPLS3e,Torsional Energy-OPLS3e,Improper Torsional Energy-OPLS3e,Van der Waal Energy-OPLS3e,Electrostatic Energy-OPLS3e,RMS Derivative-OPLS3e,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,#NandO,RuleOfFive,RuleOfThree,#ringatoms,#in34,#in56,#noncon,#nonHatm,Jm,Es_o,PSA_o,Es_w,PSA_w,dEs,|dEs|
41,C36H48N6O7,676.9,6.98,58.1,97.46,61.21,123,0.6,1,0.63,2.51,97,49,100,52,18,64,0.231,4,5,6,0.06,6,0,12,48,36,6,7,0,0,0,0,0,0,1,2,0,0,0,2,250,676,291,626,30,32.945,1.782,1.959,0.174,108,18,82,285.976,347.796,0.168,35542,58626,36495,98183,41.029,33.097,8521,7.246,100.388,249.352,6218.993,320.99,3.297,8.072,43210,125.81,21061,217185,31.526,520.363,72881,7482.142,7482.719,9867.531,7501.033,10510.64,1.641,1.855,1.855,1.397,1.85,1.31,2.453,7.337,89.679,232.109,265.121,38.03,17.24,9.903,13.38,0.969,0.589,0.343,0.174,0.098,1,1477,704,14.367,2.231,51.065,270,3812,263,147,0.841,3.238,0,0,89.113,282.287,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,52,5.525,6.368,7.242,8.105,8.981,9.853,10.732,11.609,12.49,181.905,49,104,0,396,10,1778,98,8596,738,43344,52,73,93,114,138,144,161,185,197,208,4.174,4.644,5.024,5.357,5.764,5.67,5.822,6.131,6.272,6.296,188.316,224.056,1.19,35.74,98.093,49.158,3,10,1,0,7,0,0,12,9,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,13,3,5,1,0,2,2,0,5,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,6,0,0,0,7,24,0,0,4,0,13,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4.248,1.333,181.902,168.46,168.46,0.663,0.44,2.333,5.441,1,0,0,0,0,0,0,0,0,-1.95,-1.95,-1.89,-276.91,29.875,76.237,37.412,2.25,104.249,-339.577,1.128,4,0,0,0,6,18,0,-2,676.811,11.158,942.073,512.47,141.705,287.898,0,1949.138,1.75,15,0.0638748,0.0210633,0.8010176,63.042,19.426,32.674,22.881,0.719,-2.628,-3.762,2.122,143.456,-1.994,208.125,-1.389,8.7,0.056,9,-1.84,1,43.837,0,62.235,13,2,1,17,0,17,4,49,65.132,-187.356,167.947,-169.714,172.961,-17.642,17.642
42,C37H50N6O7,690.93,6.91,59.7,100.34,62.97,124.5,0.6,1,0.63,2.49,100,50,103,53,18,65,0.226,4,5,6,0.058,6,0,12,50,37,6,7,0,0,0,0,0,0,1,2,0,0,0,2,256,686,299,637,31,33.35,1.765,1.948,0.173,110,19,85,292.953,355.64,0.164,37009,60523,37930,100406,41.59,34.826,8891,7.258,103.041,257.968,6496.182,328.783,3.216,8.072,44955,129.385,21948,226128,32.827,542.616,75499,7810.57,7811.178,10325.3,7830.528,11003.85,1.666,1.884,1.883,1.416,1.879,1.327,2.438,7.351,91.959,243.112,272.193,39.014,17.433,9.938,13.603,0.972,0.591,0.346,0.177,0.095,1,1496,714,14.28,2.227,50.928,282,3682,257,172,0.844,3.212,0,0,92.426,286.802,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,53,5.549,6.395,7.273,8.137,9.017,9.889,10.771,11.648,12.531,184.212,50,106,0,406,10,1834,98,8918,738,45196,53,75,96,118,139,147,165,190,208,220,4.19,4.663,5.05,5.38,5.764,5.679,5.83,6.137,6.3,6.356,190.003,225.456,1.187,35.453,99.917,50.158,3,10,1,0,7,0,0,12,9,3,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,13,3,5,1,0,3,2,0,5,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,6,0,0,0,7,27,0,0,3,0,13,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4.248,0.68,186.799,159.67,159.67,0.84,0.706,2.539,6.444,1,0,0,0,0,0,0,0,0,-2.1,-2.12,-2.07,61.478,32.289,110.624,126.846,5.877,108.316,-167.268,0.186,4,0,0,0,6,18,0,-2,690.838,9.109,923.46,501.159,140.456,281.846,0,1979.973,1.5,16.25,0.0419036,0.0215517,0.8257585,64.218,19.341,33.239,25.373,0.409,-1,-3.519,2.551,96.251,-1.895,214.352,-1.387,8.786,-0.09,9,-2.018,1,38.924,0,85.496,13,2,1,17,0,17,4,50,2833.292,-155.205,173.775,-156.397,173.851,1.192,1.192
43,C39H56N6O7,721.01,6.68,63.49,107.99,67.25,128.83,0.59,1,0.62,2.48,108,52,110,54,18,66,0.222,3,3,8,0.073,6,0,12,56,39,6,7,0,0,0,0,0,0,0,2,0,0,0,2,260,690,300,636,29,33.063,1.696,1.889,0.174,114,20,88,307.558,375.962,0.16,39784,64468,39896,103632,42.805,39.613,9775,7.372,106.221,272.131,7350.5,240.956,3.144,6.474,49683,133.988,21097,195018,42.079,668.878,46750,8630.858,8631.504,11325.14,8652.279,12052.65,2.05,2.308,2.308,1.747,2.302,1.639,2.475,7.461,93.441,315.643,284.423,42.632,19.341,11.869,15.857,0.993,0.59,0.338,0.171,0.097,1,1528,743,14.288,2.135,54.457,289,4522,274,265,0.994,3.194,0,0,0,328.101,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,54,5.565,6.399,7.272,8.127,9.001,9.865,10.741,11.61,12.487,187.066,52,108,0,412,0,1848,0,8916,0,44838,54,76,94,113,135,137,152,173,187,187,4.205,4.673,5.037,5.352,5.749,5.637,5.782,6.086,6.251,6.276,172.984,203.887,1.179,30.903,102.732,52.153,5,9,2,0,5,0,0,12,9,3,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,5,4,2,0,4,1,0,5,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,6,0,0,0,14,28,0,0,3,0,11,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4.248,0.656,197.68,159.67,159.67,1.189,1.413,3.658,13.382,1,0,0,0,0,0,0,0,0,-2.4,-2.45,-2.42,103.176,42.617,69.489,116.019,5.367,125.902,-55.059,1.177,5,0,0,0,6,21,0,-2,720.907,8.362,946.129,585.38,121.633,239.116,0,2068.992,1.5,16.25,0.0337938,0.0210353,0.8299536,65.447,19.567,33.374,22.406,1.047,-1.758,-4.088,2.823,234.83,-1.879,334.242,-0.903,8.796,-0.144,9,-1.909,1,49.593,0,59.259,13,2,1,12,0,12,0,52,1574.851,-201.159,166.69,-187.633,171.665,-13.526,13.526
44,C36H48N6O7,676.9,6.98,58.1,97.46,61.21,123,0.6,1,0.63,2.51,97,49,100,52,18,64,0.231,4,5,6,0.06,6,0,12,48,36,6,7,0,0,0,0,0,0,1,2,0,0,0,2,250,676,290,625,30,32.945,1.782,1.959,0.174,108,18,81,286.193,349.184,0.168,35686,58738,36647,98271,41.049,33.184,8555,7.275,100.046,248.371,6242.97,322.228,3.25,8.072,43403,125.276,21058,217048,31.522,521.795,72947,7513.855,7514.435,9908.557,7532.827,10554.24,1.632,1.845,1.845,1.39,1.84,1.303,2.438,7.12,90.704,232.382,265.121,38.03,17.24,10.128,13.38,0.969,0.589,0.34,0.174,0.094,1,1469,700,14.286,2.268,50.34,278,3488,247,147,0.841,3.218,0,0,90.955,281.301,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,52,5.525,6.365,7.238,8.095,8.969,9.834,10.71,11.579,12.457,181.773,49,104,0,396,10,1772,98,8524,738,42694,52,73,92,113,133,140,158,183,201,211,4.174,4.644,5.017,5.352,5.745,5.647,5.799,6.111,6.27,6.313,188.012,223.809,1.19,35.796,98.1,49.158,3,10,1,0,7,0,0,12,9,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,13,3,5,1,0,2,2,0,5,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,6,0,0,0,7,24,0,0,4,0,13,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4.248,1.333,181.902,168.46,168.46,0.663,0.44,2.333,5.441,1,0,0,0,0,0,0,0,0,-1.95,-1.95,-1.89,-245.819,20.3,69.425,101.613,7.421,73.571,-390.026,0.095,4,0,0,0,6,18,0,-2,676.811,3.654,869.041,461.308,130.31,277.424,0,1880.625,1.75,15,0.0070994,0.0228334,0.8478636,60.2,18.357,31.042,23.025,0.417,-1.211,-3.762,2.93,163.817,-1.73,272.345,-1.216,9.087,-0.112,9,-1.962,1,43.102,0,68.569,13,2,1,17,0,17,4,49,2532.465,-128.122,158.396,-134.809,185.343,6.687,6.687
45,C37H50N6O7,690.93,6.91,59.7,100.34,62.97,124.5,0.6,1,0.63,2.49,100,50,103,53,18,65,0.226,4,5,6,0.058,6,0,12,50,37,6,7,0,0,0,0,0,0,1,2,0,0,0,2,256,686,299,637,31,33.35,1.765,1.948,0.173,110,19,85,292.953,355.64,0.164,37009,60523,37930,100406,41.59,34.826,8891,7.258,103.041,257.968,6496.182,328.783,3.216,8.072,44955,129.385,21948,226128,32.827,542.616,75499,7810.57,7811.178,10325.3,7830.528,11003.85,1.666,1.884,1.883,1.416,1.879,1.327,2.438,7.351,91.959,243.112,272.193,39.014,17.433,9.938,13.603,0.972,0.591,0.346,0.177,0.095,1,1496,714,14.28,2.227,50.928,282,3682,257,172,0.844,3.212,0,0,92.426,286.802,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,53,5.549,6.395,7.273,8.137,9.017,9.889,10.771,11.648,12.531,184.212,50,106,0,406,10,1834,98,8918,738,45196,53,75,96,118,139,147,165,190,208,220,4.19,4.663,5.05,5.38,5.764,5.679,5.83,6.137,6.3,6.356,190.003,225.456,1.187,35.453,99.917,50.158,3,10,1,0,7,0,0,12,9,3,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,13,3,5,1,0,3,2,0,5,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,6,0,0,0,7,27,0,0,3,0,13,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4.248,0.68,186.799,159.67,159.67,0.84,0.706,2.539,6.444,1,0,0,0,0,0,0,0,0,-2.1,-2.12,-2.07,96.887,37.347,151.375,126.445,5.495,96.656,-190.276,0.206,3,0,0,0,6,18,0,-2,690.838,11.421,835.88,511.801,128.243,195.836,0,1857.765,1.5,16.25,0.0702099,0.0238098,0.8743422,58.506,17.399,31.598,22.725,-0.304,-0.358,-3.519,3.747,194.789,-1.64,285.962,-1.465,8.598,-0.265,9,-2.275,1,40.227,0,61.584,13,2,1,17,0,17,4,50,10395.673,-130.154,162.01,-156.504,173.621,26.35,26.35
46,C37H50N6O7,690.93,6.91,59.7,100.34,62.97,124.5,0.6,1,0.63,2.49,100,50,103,53,18,65,0.226,4,5,6,0.058,6,0,12,50,37,6,7,0,0,0,0,0,0,1,2,0,0,0,2,256,686,299,637,31,33.35,1.765,1.948,0.173,110,19,85,292.953,355.64,0.164,37009,60523,37930,100406,41.59,34.826,8891,7.258,103.041,257.968,6496.182,328.783,3.216,8.072,44955,129.385,21948,226128,32.827,542.616,75499,7810.57,7811.178,10325.3,7830.528,11003.85,1.666,1.884,1.883,1.416,1.879,1.327,2.438,7.351,91.959,243.112,272.193,39.014,17.433,9.938,13.603,0.972,0.591,0.346,0.177,0.095,1,1496,714,14.28,2.227,50.928,282,3682,257,172,0.844,3.212,0,0,92.426,286.802,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,53,5.549,6.395,7.273,8.137,9.017,9.889,10.771,11.648,12.531,184.212,50,106,0,406,10,1834,98,8918,738,45196,53,75,96,118,139,147,165,190,208,220,4.19,4.663,5.05,5.38,5.764,5.679,5.83,6.137,6.3,6.356,190.003,225.456,1.187,35.453,99.917,50.158,3,10,1,0,7,0,0,12,9,3,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,13,3,5,1,0,3,2,0,5,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,6,0,0,0,7,27,0,0,3,0,13,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4.248,0.68,186.799,159.67,159.67,0.84,0.706,2.539,6.444,1,0,0,0,0,0,0,0,0,-2.1,-2.12,-2.07,115.307,35.395,149.347,126.128,5.285,106.657,-166.458,0.418,5,0,0,0,6,18,0,-2,690.838,14.539,870.649,471.712,150.408,248.53,0,1917.179,1.5,16.25,0.1102632,0.0228589,0.857229,61.387,18.467,33.307,25.097,-0.05,-0.125,-3.519,3.219,77.262,-1.886,169.481,-1.688,8.502,0.229,9,-2.143,1,34.525,0,85.631,13,2,1,17,0,17,4,50,10618.354,-141.046,174.359,-145.312,179.093,4.266,4.266
47,C39H54N6O7,718.99,6.78,62.89,106.11,66.49,127.83,0.59,1,0.63,2.46,106,52,109,55,18,67,0.218,4,5,8,0.073,6,0,12,54,39,6,7,0,0,0,0,0,0,1,2,0,0,0,2,264,690,305,640,31,34.737,1.773,1.95,0.17,114,19,85,307.992,379.115,0.161,40879,65577,41776,106500,42.86,35.951,9857,7.434,106.914,271.79,7275.807,354.468,3.096,8.072,50552,134.451,23965,249171,36.899,596.981,81619,8715.144,8715.787,11400.12,8736.487,12125.04,1.685,1.895,1.895,1.437,1.89,1.349,2.445,7.33,94.186,261.067,284.423,40.983,18.817,11.359,14.83,0.992,0.586,0.332,0.176,0.1,1,1554,744,14.308,2.175,56.266,304,3906,256,178,0.971,3.207,0,0,100.015,297.095,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,55,5.58,6.415,7.291,8.148,9.025,9.891,10.77,11.641,12.521,188.282,52,110,0,418,10,1862,98,8938,738,44800,55,77,96,121,145,151,168,196,217,231,4.22,4.682,5.043,5.394,5.792,5.692,5.832,6.148,6.312,6.367,194.286,228.7,1.177,34.415,103.96,52.154,4,11,2,0,7,0,0,12,9,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,13,4,6,2,0,2,2,0,5,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,6,0,0,0,14,24,0,0,4,0,12,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4.248,1.287,195.576,168.46,168.46,1.189,1.413,3.564,12.705,1,0,0,0,0,0,0,0,0,-2.4,-2.45,-2.42,-191.49,27.181,79.647,65.209,3.722,71.156,-290.415,3.37,5,0,0,0,6,20,0,-2,718.892,7.346,936.502,524.28,143.457,268.765,0,2036.846,1.75,15,0.0264966,0.0211886,0.8297778,65.085,19.739,33.005,23.552,1.262,-1.653,-4.614,2.678,101.456,-2.031,199.695,-1.296,9.177,-0.026,9,-1.665,1,44.325,0,79.048,13,2,1,17,0,17,4,52,808.055,-147.988,166.382,-114.064,184.061,-33.924,33.924
48,C43H62N6O7,775.11,6.57,69.28,117.64,73.53,134.5,0.59,1,0.62,2.4,118,56,121,59,18,71,0.203,4,5,10,0.083,6,0,12,62,43,6,7,0,0,0,0,0,0,1,2,0,0,0,2,284,710,329,667,33,36.934,1.75,1.934,0.165,122,21,93,336.8,415.214,0.151,47911,74745,48696,117436,45.136,40.351,11626,7.549,116.83,306.179,8689.923,393.897,2.915,8.072,59791,147.87,28150,295102,43.588,696.444,93722,10345.29,10346.02,13435.92,10369.96,14271.65,1.772,1.983,1.983,1.512,1.978,1.421,2.457,7.616,99.561,305.82,305.212,44.929,20.584,12.359,16.515,1.018,0.587,0.332,0.177,0.103,0.818,1676,806,14.393,1.999,61.181,332,4660,285,244,1.065,3.07,0,0,115.657,317.669,0,0,0,81,249,0,0,0,180,0,0,0,0,0,0,0,59,5.652,6.491,7.371,8.232,9.114,9.986,10.87,11.747,12.632,197.097,56,118,0,450,10,2014,98,9730,738,49158,59,83,104,132,160,167,189,221,244,260,4.277,4.736,5.1,5.451,5.846,5.754,5.9,6.214,6.381,6.449,201.926,234.909,1.163,32.983,111.644,56.151,6,13,3,0,8,0,0,12,9,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,13,6,7,3,0,2,1,0,6,0,0,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,0,0,6,0,0,0,21,23,0,0,4,0,14,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4.248,1.232,213.668,168.46,168.46,1.865,3.478,5.174,26.766,1,0,0,0,0,0,0,0,0,-2.98,-3.09,-3.09,-202.891,28.985,84.3,81.384,3.039,70.121,-324.742,1.731,5,0,0,0,6,22,0,-2,774.999,5.083,985.684,637.688,132.082,215.914,0,2189.351,1.75,15,0.0118011,0.0201313,0.8272516,69.4,20.485,34.189,22.477,2.227,-2.295,-5.756,2.889,140.631,-2.049,261.194,-1.081,9.099,-0.02,9,-1.353,1,52.513,0,74.785,13,2,1,17,0,17,4,56,326.403,-145.978,164.398,-111.99,179.532,-33.988,33.988
49,C41H67N17O6,894.25,6.83,75.91,131.78,79.86,162.5,0.58,1.01,0.61,2.54,131,64,134,67,19,81,0.149,4,6,21,0.157,9,0,10,67,41,17,6,0,0,0,0,0,0,2,1,1,0,0,1,314,838,359,786,32,42.767,1.794,1.951,0.153,142.5,20,99,402.508,549.469,0.152,71736,119744,72341,200798,50.538,43.624,17583,8.722,130.591,357.006,13913.76,553.624,3.136,7.856,103294,165.283,39499,449979,60.358,976.426,153751,15769.71,15770.79,20584.75,15809.18,21900.11,1.745,1.94,1.94,1.48,1.935,1.39,2.598,7.696,122.426,375.788,384,52.121,26.453,16.161,21.543,0.98,0.571,0.319,0.164,0.087,0.75,2153,1044,16.313,2.111,96.542,413,8734,363,270,1.78,3.145,0,0,271.697,167.414,249.243,0,0,1416,891,0,0,0,111,0,0,0,0,0,0,0,67,5.753,6.578,7.439,8.291,9.161,10.027,10.905,11.78,12.662,213.595,64,134,0,494,20,2138,210,10054,1656,49814,67,90,112,139,164,186,220,256,275,312,4.407,4.838,5.199,5.601,5.959,6.155,6.485,6.817,6.726,6.952,241.251,301.564,1.25,60.312,127.884,64.131,1,18,0,0,8,0,0,8,4,2,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,19,22,0,12,0,0,1,5,0,6,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,1,0,0,0,6,3,0,0,2,23,1,0,19,0,22,0,0,0,0,0,6,0,0,0,4,3,0,0,0,0,6,1,3,0,0,0,0,0,0,0,4.322,13.726,238.867,384.53,384.53,-2.019,4.077,-1.32,1.744,1,0,0,0,0,0,0,0,0,0.33,0.6,0.79,-838.158,17.935,85.981,81.004,20.065,30.989,-778.009,1.156,17,1,3,0,6,33,0,-2,894.091,9.781,1249.564,589.862,506.823,152.879,0,2559.437,16,20,0.0373807,0.0640223,0.7241625,76.545,30.553,61.339,47.02,-3.315,-1.039,-3.369,0.796,0.015,-7.47,0.009,-11.279,7.874,-0.413,13,-2.814,1,0,0,53.404,23,3,2,14,0,14,4,64,0,-296.123,394.92,-1789.212,401.647,1493.089,1493.089
50,C20H34N6O6,454.6,6.89,37.4,66.95,39.42,90,0.57,1.01,0.6,2.81,66,32,66,32,6,38,0,1,1,0,0,6,0,0,34,20,6,6,0,0,0,0,0,0,0,0,0,0,0,0,156,488,180,426,17,18.153,1.548,1.763,0.235,73,14,56,164.401,170.938,0.194,10676,19492,10086,32916,28.895,26.956,2735,5.514,60.032,132.143,1962.833,0,1.968,2.89,10635,74.011,6809,52878,18.997,228.3,9530,2390.75,2391.005,3431.445,2398.929,3711.221,3.127,3.548,3.547,2.474,3.535,2.286,2.315,5.693,66.546,244.805,152,27.852,11.615,7.165,10.109,0.978,0.607,0.368,0.152,0.07,0.222,642,328,10.25,0.563,14.555,155,510,36,197,0.678,1.406,0,0,0,0,0,0,0,81,186,0,0,0,111,0,0,0,0,0,0,0,32,5.056,5.889,6.749,7.595,8.452,9.302,10.158,11.009,11.865,140.075,32,64,0,248,0,1120,0,5368,0,26564,32,46,56,56,58,56,56,59,56,56,3.664,4.078,4.344,4.344,4.489,4.344,4.344,4.5,4.344,4.344,106.26,112.667,1.06,6.407,61.495,32.197,6,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,4,0,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2.807,1.694,114.025,157.02,157.02,-1.617,2.616,-1.684,2.836,0,0,0,0,0,0,0,0,0,-0.02,0.22,0.39,-273.443,20.103,50.271,59.889,3.057,63.065,-364.608,2.084,3,0,0,0,6,12,0,-1,454.525,6.606,637.831,538.316,99.514,0,0,1314.379,1,13,0.0332051,0.0203816,0.9097875,38.742,11.383,21.241,19.049,-2.299,1.279,0.653,5.255,289.114,-0.961,563.35,-2.201,9.478,-0.318,6,-2.784,2,44.574,0,74.263,12,1,0,0,0,0,0,32,54282.988,-105.218,164.944,-170.051,178.434,64.833,64.833
